outlet_id,file_name,rank,suspicion_score,flagged,kind,consensus,z,reason
outlet_1a4910c8,image_0011.jpg,29,0.0000,0,scored,0.323,-28.75,
outlet_1aa573b9,image_0002.jpg,1,0.0064,0,scored,0.734,-0.65,
outlet_1aa573b9,image_0003.jpg,2,0.0064,0,scored,0.581,-3.58,
outlet_1aa573b9,image_0005.jpg,3,0.0041,0,scored,0.764,-0.09,
outlet_1aa573b9,image_0012.jpg,4,0.0041,0,scored,0.764,-0.09,
outlet_1aa573b9,image_0001.jpg,5,0.0036,0,scored,0.773,0.09,
outlet_1aa573b9,image_0007.jpg,6,0.0036,0,scored,0.773,0.09,
outlet_1aa573b9,image_0004.jpg,7,0.0031,0,scored,0.782,0.26,
outlet_1aa573b9,image_0013.jpg,8,0.0031,0,scored,0.782,0.26,
outlet_1aa573b9,image_0014.jpg,9,0.0026,0,scored,0.592,-3.36,
outlet_1aa573b9,image_0006.jpg,10,0.0020,0,scored,0.805,0.70,
outlet_1aa573b9,image_0008.jpg,11,0.0014,0,scored,0.827,1.11,
outlet_1aa573b9,image_0009.jpg,12,0.0009,0,scored,0.845,1.45,
outlet_1aa573b9,image_0010.jpg,13,0.0000,0,scored,0.598,-3.25,
outlet_1aa573b9,image_0011.jpg,14,0.0000,0,scored,0.619,-2.85,
outlet_1b2b051c,image_0001.jpg,1,0.1610,0,scored,0.428,-2.69,
outlet_1b2b051c,image_0007.jpg,2,0.1051,0,scored,0.496,-1.75,
outlet_1b2b051c,image_0002.jpg,3,0.0665,0,scored,0.572,-0.71,
outlet_1b2b051c,image_0006.jpg,4,0.0389,0,scored,0.622,-0.01,
outlet_1b2b051c,image_0004.jpg,5,0.0382,0,scored,0.623,0.01,
outlet_1b2b051c,image_0005.jpg,6,0.0260,0,scored,0.648,0.35,
outlet_1b2b051c,image_0008.jpg,7,0.0180,0,scored,0.669,0.64,
outlet_1b2b051c,image_0003.jpg,8,0.0149,0,scored,0.680,0.79,
outlet_1ce36f39,image_0015.jpg,1,0.0631,0,scored,0.578,-1.90,
outlet_1ce36f39,image_0006.jpg,2,0.0623,0,scored,0.580,-1.87,
outlet_1ce36f39,image_0003.jpg,3,0.0510,0,scored,0.601,-1.45,
outlet_1ce36f39,image_0007.jpg,4,0.0416,0,scored,0.617,-1.11,
outlet_1ce36f39,image_0009.jpg,5,0.0171,0,scored,0.672,0.00,
outlet_1ce36f39,image_0008.jpg,6,0.0169,0,scored,0.673,0.02,
outlet_1ce36f39,image_0005.jpg,7,0.0167,0,scored,0.673,0.02,
outlet_1ce36f39,image_0012.jpg,8,0.0140,0,scored,0.684,0.24,
outlet_1ce36f39,image_0014.jpg,9,0.0138,0,scored,0.685,0.26,
outlet_1ce36f39,image_0013.jpg,10,0.0134,0,scored,0.687,0.29,
outlet_1ce36f39,image_0011.jpg,11,0.0110,0,scored,0.699,0.53,
outlet_1ce36f39,image_0004.jpg,12,0.0099,0,scored,0.706,0.67,
outlet_1ce36f39,image_0002.jpg,13,0.0070,0,scored,0.468,-4.14,
outlet_1ce36f39,image_0001.jpg,14,0.0058,0,scored,0.442,-4.67,
outlet_1ce36f39,image_0010.jpg,15,0.0000,0,scored,0.541,-2.65,
outlet_1f28f2e3,image_0004.jpg,1,0.0341,0,scored,0.631,-2.03,
outlet_1f28f2e3,image_0008.jpg,2,0.0327,0,scored,0.634,-1.97,
outlet_1f28f2e3,image_0013.jpg,3,0.0130,0,scored,0.688,-0.71,
outlet_1f28f2e3,image_0003.jpg,4,0.0128,0,scored,0.689,-0.69,
outlet_1f28f2e3,image_0002.jpg,5,0.0127,0,scored,0.690,-0.67,
outlet_1f28f2e3,image_0005.jpg,6,0.0093,0,scored,0.709,-0.22,
outlet_1f28f2e3,image_0007.jpg,7,0.0082,0,scored,0.717,-0.04,
outlet_1f28f2e3,image_0001.jpg,8,0.0080,0,scored,0.719,0.00,
outlet_1f28f2e3,image_0009.jpg,9,0.0072,0,scored,0.726,0.17,
outlet_1f28f2e3,image_0015.jpg,10,0.0062,0,scored,0.736,0.40,
outlet_1f28f2e3,image_0014.jpg,11,0.0062,0,scored,0.737,0.42,
outlet_1f28f2e3,image_0012.jpg,12,0.0060,0,scored,0.740,0.48,
outlet_1f28f2e3,image_0019.jpg,13,0.0059,0,scored,0.740,0.49,
outlet_1f28f2e3,image_0006.jpg,14,0.0059,0,scored,0.741,0.50,
outlet_1f28f2e3,image_0011.jpg,15,0.0057,0,scored,0.610,-2.51,
outlet_1f28f2e3,image_0010.jpg,16,0.0052,0,scored,0.749,0.68,
outlet_1f28f2e3,image_0018.jpg,17,0.0051,0,scored,0.750,0.72,
outlet_1f28f2e3,image_0016.jpg,18,0.0037,0,scored,0.770,1.18,
outlet_1f28f2e3,image_0017.jpg,19,0.0000,0,scored,0.590,-2.99,
outlet_256287da,image_0003.jpg,1,0.0536,0,scored,0.596,-2.41,
outlet_256287da,image_0006.jpg,2,0.0137,0,scored,0.685,-0.67,
outlet_256287da,image_0005.jpg,3,0.0101,0,scored,0.704,-0.32,
outlet_256287da,image_0001.jpg,4,0.0079,0,scored,0.720,0.00,
outlet_256287da,image_0004.jpg,5,0.0061,0,scored,0.738,0.35,
outlet_256287da,image_0007.jpg,6,0.0034,0,scored,0.776,1.09,
outlet_256287da,image_0002.jpg,7,0.0032,0,scored,0.780,1.16,
outlet_264cdac2,image_0002_1.jpg,1,0.0690,0,scored,0.566,0.00,
outlet_264cdac2,image_0003.jpg,2,0.0477,0,scored,0.607,0.42,
outlet_264cdac2,image_0001_1.jpg,3,0.0340,0,scored,0.631,0.67,
outlet_264cdac2,image_0002.jpg,4,0.0000,0,scored,0.317,-2.59,
outlet_264cdac2,image_0001.jpg,5,0.0000,0,scored,0.324,-2.52,
outlet_2790dc54,image_0007.jpg,1,0.0127,0,scored,0.690,-0.90,
outlet_2790dc54,image_0006.jpg,2,0.0100,0,scored,0.705,-0.69,
outlet_2790dc54,image_0001.jpg,3,0.0048,0,scored,0.754,0.00,
outlet_2790dc54,image_0003.jpg,4,0.0048,0,scored,0.754,0.00,
outlet_2790dc54,image_0004.jpg,5,0.0027,0,scored,0.789,0.48,
outlet_2790dc54,image_0008.jpg,6,0.0022,0,scored,0.801,0.66,
outlet_2790dc54,image_0005.jpg,7,0.0015,0,scored,0.821,0.94,
outlet_2790dc54,image_0002.jpg,8,0.0001,0,scored,0.571,-2.54,
outlet_282fec27,image_0006.jpg,1,0.0332,0,scored,0.250,-18.58,
outlet_282fec27,image_0003.jpg,2,0.0034,0,scored,0.775,-1.70,
outlet_282fec27,image_0002.jpg,3,0.0026,0,scored,0.791,-1.18,
outlet_282fec27,image_0011.jpg,4,0.0021,0,scored,0.804,-0.76,
outlet_282fec27,image_0007.jpg,5,0.0013,0,scored,0.828,0.00,
outlet_282fec27,image_0004.jpg,6,0.0011,0,scored,0.836,0.27,
outlet_282fec27,image_0005.jpg,7,0.0011,0,scored,0.837,0.29,
outlet_282fec27,image_0008.jpg,8,0.0009,0,scored,0.845,0.54,
outlet_282fec27,image_0009.jpg,9,0.0009,0,scored,0.847,0.62,
outlet_282fec27,image_0010.jpg,10,0.0008,0,scored,0.849,0.67,
outlet_282fec27,image_0001.jpg,11,0.0000,0,scored,0.743,-2.75,
outlet_288f9f47,image_0002_1.jpg,1,0.8044,1,scored,0.235,-9.69,"Median similarity to peers 0.23 vs folder median 0.75 (modified z = -9.7; absolute floor 0.27). Scene reads as 'shop interior' while 8/16 peers read as 'closed shutter'. No readable signage text, while peers show '797 | pepsi | 970050'. No geometric match to nearest peers (max 6 SIFT inliers)."
outlet_288f9f47,image_0001_1.jpg,2,0.6558,1,scored,0.365,-7.21,Median similarity to peers 0.37 vs folder median 0.75 (modified z = -7.2; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. Signage text 'দ্রক | ৪ুঁ' shares 0/2 tokens with outlet signage ('797 | pepsi | 970050'). No geometric match to nearest peers (max 5 SIFT inliers).
outlet_288f9f47,image_0013.jpg,3,0.3000,1,duplicate,nan,nan,Identical copy of image_0012.jpg (content hash match); duplicate submission adds no new evidence of a visit.
outlet_288f9f47,image_0005.jpg,4,0.0280,0,scored,0.644,-1.94,
outlet_288f9f47,image_0002.jpg,5,0.0174,0,scored,0.671,-1.42,
outlet_288f9f47,image_0016.jpg,6,0.0073,0,scored,0.726,-0.38,
outlet_288f9f47,image_0011.jpg,7,0.0070,0,scored,0.728,-0.33,
outlet_288f9f47,image_0015.jpg,8,0.0064,0,scored,0.734,-0.22,
outlet_288f9f47,image_0001.jpg,9,0.0054,0,scored,0.746,0.00,
outlet_288f9f47,image_0004.jpg,10,0.0050,0,scored,0.752,0.12,
outlet_288f9f47,image_0003.jpg,11,0.0046,0,scored,0.756,0.20,
outlet_288f9f47,image_0014.jpg,12,0.0043,0,scored,0.762,0.30,
outlet_288f9f47,image_0007.jpg,13,0.0031,0,scored,0.781,0.67,
outlet_288f9f47,image_0006.jpg,14,0.0031,0,scored,0.781,0.67,
outlet_288f9f47,image_0009.jpg,15,0.0030,0,scored,0.783,0.70,
outlet_288f9f47,image_0008.jpg,16,0.0028,0,scored,0.787,0.78,
outlet_288f9f47,image_0010.jpg,17,0.0021,0,scored,0.803,1.08,
outlet_288f9f47,image_0012.jpg,18,0.0000,0,scored,0.557,-3.58,
outlet_28e3acec,image_0001_1_1.jpg,1,0.8612,1,scored,0.071,-7.96,"Median similarity to peers 0.07 vs folder median 0.78 (modified z = -8.0; absolute floor 0.27). Scene reads as 'house' while 22/29 peers read as 'storefront'. No readable signage text, while peers show 'AKASH | DigitalTV | AKASH'. No geometric match to nearest peers (max 5 SIFT inliers)."
outlet_28e3acec,image_0001_1.jpg,2,0.6641,1,scored,0.315,-5.21,Median similarity to peers 0.32 vs folder median 0.78 (modified z = -5.2; absolute floor 0.27). Scene reads as 'closed shutter' while 22/29 peers read as 'storefront'. Signage text 'এন্টারপ্রাইজ | র্মান | মেেমাস' shares 0/3 tokens with outlet signage ('AKASH | DigitalTV | AKASH'). No geometric match to nearest peers (max 5 SIFT inliers).
outlet_28e3acec,image_0001_2.jpg,3,0.5076,1,scored,0.490,-3.24,"Median similarity to peers 0.49 vs folder median 0.78 (modified z = -3.2; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. Signage text '৮১৪৭১ | কাটাখাল বাজার, ঝি | মোবাঃ ০১৭১৮' shares 0/8 tokens with outlet signage ('AKASH | DigitalTV | AKASH'). No geometric match to nearest peers (max 7 SIFT inliers)."
outlet_28e3acec,image_0002_1.jpg,4,0.5045,1,scored,0.414,-4.11,"Median similarity to peers 0.41 vs folder median 0.78 (modified z = -4.1; absolute floor 0.27). Scene reads as 'restaurant' while 22/29 peers read as 'storefront'. No readable signage text, while peers show 'AKASH | DigitalTV | AKASH'. No geometric match to nearest peers (max 0 SIFT inliers)."
outlet_28e3acec,image_0002_2.jpg,5,0.0631,0,scored,0.578,-2.25,
outlet_28e3acec,image_0003_1.jpg,6,0.0318,0,scored,0.636,-1.61,
outlet_28e3acec,image_0003.jpg,7,0.0202,0,scored,0.663,-1.30,
outlet_28e3acec,image_0011.jpg,8,0.0081,0,scored,0.719,-0.67,
outlet_28e3acec,image_0009.jpg,9,0.0065,0,scored,0.733,-0.51,
outlet_28e3acec,image_0007.jpg,10,0.0059,0,scored,0.741,-0.42,
outlet_28e3acec,image_0020.jpg,11,0.0059,0,scored,0.741,-0.42,
outlet_28e3acec,image_0002.jpg,12,0.0046,0,scored,0.553,-2.54,
outlet_28e3acec,image_0021.jpg,13,0.0043,0,scored,0.762,-0.19,
outlet_28e3acec,image_0019.jpg,14,0.0034,0,scored,0.776,-0.03,
outlet_28e3acec,image_0008.jpg,15,0.0033,0,scored,0.778,0.00,
outlet_28e3acec,image_0010.jpg,16,0.0033,0,scored,0.778,0.00,
outlet_28e3acec,image_0001.jpg,17,0.0030,0,scored,0.783,0.05,
outlet_28e3acec,image_0005.jpg,18,0.0028,0,scored,0.787,0.10,
outlet_28e3acec,image_0022.jpg,19,0.0020,0,scored,0.807,0.32,
outlet_28e3acec,image_0023.jpg,20,0.0019,0,scored,0.810,0.36,
outlet_28e3acec,image_0006.jpg,21,0.0016,0,scored,0.818,0.44,
outlet_28e3acec,image_0017.jpg,22,0.0016,0,scored,0.819,0.46,
outlet_28e3acec,image_0004.jpg,23,0.0013,0,scored,0.830,0.58,
outlet_28e3acec,image_0024.jpg,24,0.0011,0,scored,0.839,0.68,
outlet_28e3acec,image_0013.jpg,25,0.0010,0,scored,0.842,0.72,
outlet_28e3acec,image_0016.jpg,26,0.0009,0,scored,0.844,0.74,
outlet_28e3acec,image_0015.jpg,27,0.0009,0,scored,0.846,0.76,
outlet_28e3acec,image_0014.jpg,28,0.0008,0,scored,0.853,0.84,
outlet_28e3acec,image_0018.jpg,29,0.0007,0,scored,0.857,0.89,
outlet_28e3acec,image_0012.jpg,30,0.0007,0,scored,0.859,0.90,
outlet_29139154,image_0011.jpg,1,0.0247,0,scored,0.468,-9.13,
outlet_29139154,image_0002.jpg,2,0.0074,0,scored,0.725,-2.12,
outlet_29139154,image_0010.jpg,3,0.0053,0,scored,0.747,-1.50,
outlet_29139154,image_0007.jpg,4,0.0027,0,scored,0.790,-0.33,
outlet_29139154,image_0006.jpg,5,0.0022,0,scored,0.802,0.00,
outlet_29139154,image_0001.jpg,6,0.0017,0,scored,0.815,0.35,
outlet_29139154,image_0008.jpg,7,0.0016,0,scored,0.818,0.44,
outlet_29139154,image_0009.jpg,8,0.0014,0,scored,0.824,0.59,
outlet_29139154,image_0005.jpg,9,0.0014,0,scored,0.827,0.67,
outlet_29139154,image_0003.jpg,10,0.0012,0,scored,0.834,0.87,
outlet_29139154,image_0004.jpg,11,0.0000,0,scored,0.688,-3.13,
outlet_2df55e25,image_0001.jpg,1,0.3430,0,scored,0.220,-1.79,
outlet_2df55e25,image_0003.jpg,2,0.3307,0,scored,0.247,-1.55,
outlet_2df55e25,image_0005.jpg,3,0.1832,0,scored,0.421,0.00,
outlet_2df55e25,image_0004.jpg,4,0.1783,0,scored,0.424,0.03,
outlet_2df55e25,image_0002.jpg,5,0.1047,0,scored,0.497,0.67,
outlet_2e2f0c83,image_0009.jpg,1,0.1536,0,scored,0.398,-3.33,
outlet_2e2f0c83,image_0010.jpg,2,0.0797,0,scored,0.543,-1.26,
outlet_2e2f0c83,image_0002.jpg,3,0.0776,0,scored,0.547,-1.19,
outlet_2e2f0c83,image_0014.jpg,4,0.0710,0,scored,0.562,-0.99,
outlet_2e2f0c83,image_0004.jpg,5,0.0593,0,scored,0.586,-0.65,
outlet_2e2f0c83,image_0003.jpg,6,0.0388,0,scored,0.428,-2.89,
outlet_2e2f0c83,image_0013.jpg,7,0.0362,0,scored,0.627,-0.06,
outlet_2e2f0c83,image_0005.jpg,8,0.0321,0,scored,0.635,0.06,
outlet_2e2f0c83,image_0011.jpg,9,0.0321,0,scored,0.635,0.06,
outlet_2e2f0c83,image_0006.jpg,10,0.0251,0,scored,0.650,0.27,
outlet_2e2f0c83,image_0007.jpg,11,0.0248,0,scored,0.651,0.28,
outlet_2e2f0c83,image_0008.jpg,12,0.0181,0,scored,0.669,0.54,
outlet_2e2f0c83,image_0012.jpg,13,0.0149,0,scored,0.680,0.70,
outlet_2e2f0c83,image_0001.jpg,14,0.0142,0,scored,0.683,0.74,
outlet_2ed27fc4,image_0003.jpg,1,0.7843,1,scored,0.103,-3.62,Median similarity to peers 0.10 vs folder median 0.32 (modified z = -3.6; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. Signage text 'শিখুন | প | ড্রাইভিং' shares 0/3 tokens with outlet signage ('99 | 01946-707048 | রোড;'). No geometric match to nearest peers (max 16 SIFT inliers).
outlet_2ed27fc4,image_0001_1.jpg,2,0.3644,0,scored,0.194,-2.07,
outlet_2ed27fc4,image_0004_1.jpg,3,0.3380,0,scored,0.234,-1.39,
outlet_2ed27fc4,image_0001.jpg,4,0.2403,0,scored,0.308,-0.12,
outlet_2ed27fc4,image_0005.jpg,5,0.2370,0,scored,0.311,-0.08,
outlet_2ed27fc4,image_0002.jpg,6,0.2286,0,scored,0.320,0.08,
outlet_2ed27fc4,image_0003_1.jpg,7,0.2286,0,scored,0.320,0.08,
outlet_2ed27fc4,image_0002_1.jpg,8,0.2248,0,scored,0.362,0.78,
outlet_2ed27fc4,image_0006.jpg,9,0.2213,0,scored,0.349,0.57,
outlet_2ed27fc4,image_0004.jpg,10,0.1614,0,scored,0.435,2.03,
outlet_2fed22e2,image_0001.jpg,1,0.3526,1,scored,0.375,-6.82,Median similarity to peers 0.38 vs folder median 0.70 (modified z = -6.8; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. Signage text 'ONALD | 000[1' shares 0/2 tokens with outlet signage ('কাশ | পেমেন্ট বিকাশ করুন | বিকাশ'). No geometric match to nearest peers (max 27 SIFT inliers).
outlet_2fed22e2,image_0011.jpg,2,0.0448,0,scored,0.612,-1.83,
outlet_2fed22e2,image_0008.jpg,3,0.0238,0,scored,0.653,-0.95,
outlet_2fed22e2,image_0006.jpg,4,0.0189,0,scored,0.666,-0.67,
outlet_2fed22e2,image_0002.jpg,5,0.0169,0,scored,0.673,-0.54,
outlet_2fed22e2,image_0010.jpg,6,0.0110,0,scored,0.698,0.00,
outlet_2fed22e2,image_0003.jpg,7,0.0104,0,scored,0.702,0.08,
outlet_2fed22e2,image_0004.jpg,8,0.0099,0,scored,0.705,0.15,
outlet_2fed22e2,image_0007.jpg,9,0.0074,0,scored,0.725,0.56,
outlet_2fed22e2,image_0009.jpg,10,0.0048,0,scored,0.754,1.17,
outlet_2fed22e2,image_0005.jpg,11,0.0031,0,scored,0.781,1.73,
outlet_31cc0334,image_0011.jpg,1,0.0059,0,scored,0.740,-1.08,
outlet_31cc0334,image_0010.jpg,2,0.0059,0,scored,0.740,-1.07,
outlet_31cc0334,image_0006.jpg,3,0.0051,0,scored,0.750,-0.88,
outlet_31cc0334,image_0009.jpg,4,0.0041,0,scored,0.765,-0.59,
outlet_31cc0334,image_0014.jpg,5,0.0034,0,scored,0.776,-0.37,
outlet_31cc0334,image_0005.jpg,6,0.0032,0,scored,0.779,-0.32,
outlet_31cc0334,image_0013.jpg,7,0.0028,0,scored,0.787,-0.15,
outlet_31cc0334,image_0004.jpg,8,0.0021,0,scored,0.803,0.15,
outlet_31cc0334,image_0002.jpg,9,0.0015,0,scored,0.820,0.49,
outlet_31cc0334,image_0003.jpg,10,0.0015,0,scored,0.820,0.49,
outlet_31cc0334,image_0007.jpg,11,0.0012,0,scored,0.834,0.76,
outlet_31cc0334,image_0008.jpg,12,0.0012,0,scored,0.834,0.76,
outlet_31cc0334,image_0012.jpg,13,0.0011,0,scored,0.835,0.78,
outlet_31cc0334,image_0001.jpg,14,0.0010,0,scored,0.843,0.94,
outlet_349bc0a8,image_0007.jpg,1,0.8279,1,scored,0.185,-5.07,Median similarity to peers 0.18 vs folder median 0.76 (modified z = -5.1; absolute floor 0.27). Scene reads as 'closed shutter' while 15/17 peers read as 'storefront'. Signage text 'ঘটার' shares 0/1 tokens with outlet signage ('কন | [১৪৯০ | ^'). No geometric match to nearest peers (max 8 SIFT inliers).
outlet_349bc0a8,image_0001_1.jpg,2,0.8133,1,scored,0.180,-5.11,Median similarity to peers 0.18 vs folder median 0.76 (modified z = -5.1; absolute floor 0.27). Scene reads as 'closed shutter' while 15/17 peers read as 'storefront'. Signage text 'দোকান | নং-১; | বাদব;' shares 0/5 tokens with outlet signage ('কন | [১৪৯০ | ^'). No geometric match to nearest peers (max 9 SIFT inliers).
outlet_349bc0a8,image_0002_1.jpg,3,0.6588,1,scored,0.350,-3.63,Median similarity to peers 0.35 vs folder median 0.76 (modified z = -3.6; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. Signage text 'রোগীদের | জন্য | গরীব' shares 0/37 tokens with outlet signage ('কন | [১৪৯০ | ^'). No geometric match to nearest peers (max 9 SIFT inliers).
outlet_349bc0a8,image_0010.jpg,4,0.3000,1,duplicate,nan,nan,Identical copy of image_0009.jpg (content hash match); duplicate submission adds no new evidence of a visit.
outlet_349bc0a8,image_0003_1.jpg,5,0.0768,0,scored,0.549,-1.89,
outlet_349bc0a8,image_0006.jpg,6,0.0308,0,scored,0.638,-1.11,
outlet_349bc0a8,image_0004.jpg,7,0.0188,0,scored,0.667,-0.86,
outlet_349bc0a8,image_0003.jpg,8,0.0054,0,scored,0.746,-0.17,
outlet_349bc0a8,image_0016.jpg,9,0.0049,0,scored,0.753,-0.10,
outlet_349bc0a8,image_0001.jpg,10,0.0046,0,scored,0.757,-0.07,
outlet_349bc0a8,image_0014.jpg,11,0.0036,0,scored,0.772,0.07,
outlet_349bc0a8,image_0002.jpg,12,0.0023,0,scored,0.798,0.29,
outlet_349bc0a8,image_0005.jpg,13,0.0023,0,scored,0.798,0.29,
outlet_349bc0a8,image_0011.jpg,14,0.0023,0,scored,0.799,0.30,
outlet_349bc0a8,image_0013.jpg,15,0.0014,0,scored,0.823,0.51,
outlet_349bc0a8,image_0015.jpg,16,0.0010,0,scored,0.840,0.65,
outlet_349bc0a8,image_0012.jpg,17,0.0009,0,scored,0.844,0.70,
outlet_349bc0a8,image_0008.jpg,18,0.0009,0,scored,0.846,0.71,
outlet_349bc0a8,image_0009.jpg,19,0.0006,0,scored,0.862,0.85,
outlet_36017925,image_0010.jpg,1,0.0116,0,scored,0.695,-1.65,
outlet_36017925,image_0011.jpg,2,0.0039,0,scored,0.618,-2.99,
outlet_36017925,image_0003.jpg,3,0.0036,0,scored,0.772,-0.32,
outlet_36017925,image_0001.jpg,4,0.0030,0,scored,0.783,-0.14,
outlet_36017925,image_0007.jpg,5,0.0026,0,scored,0.791,0.00,
outlet_36017925,image_0002.jpg,6,0.0016,0,scored,0.819,0.49,
outlet_36017925,image_0004.jpg,7,0.0014,0,scored,0.825,0.60,
outlet_36017925,image_0005.jpg,8,0.0013,0,scored,0.830,0.67,
outlet_36017925,image_0008.jpg,9,0.0010,0,scored,0.842,0.89,
outlet_36017925,image_0009.jpg,10,0.0009,0,scored,0.847,0.97,
outlet_36017925,image_0006.jpg,11,0.0005,0,scored,0.608,-3.18,
outlet_36bfbfba,image_0001.jpg,1,0.1019,0,scored,0.501,-2.08,
outlet_36bfbfba,image_0005.jpg,2,0.0779,0,scored,0.547,-1.24,
outlet_36bfbfba,image_0002.jpg,3,0.0599,0,scored,0.585,-0.55,
outlet_36bfbfba,image_0004.jpg,4,0.0496,0,scored,0.603,-0.20,
outlet_36bfbfba,image_0003.jpg,5,0.0371,0,scored,0.626,0.20,
outlet_36bfbfba,image_0006.jpg,6,0.0371,0,scored,0.626,0.20,
outlet_36bfbfba,image_0007.jpg,7,0.0219,0,scored,0.658,0.80,
outlet_36bfbfba,image_0008.jpg,8,0.0099,0,scored,0.705,1.67,
outlet_376cc0f6,image_0004.jpg,1,0.1782,0,scored,0.081,-5.21,
outlet_376cc0f6,image_0005.jpg,2,0.0483,0,scored,0.606,-0.57,
outlet_376cc0f6,image_0001.jpg,3,0.0177,0,scored,0.670,0.00,
outlet_376cc0f6,image_0006.jpg,4,0.0177,0,scored,0.670,0.00,
outlet_376cc0f6,image_0009.jpg,5,0.0081,0,scored,0.718,0.42,
outlet_376cc0f6,image_0010.jpg,6,0.0081,0,scored,0.718,0.42,
outlet_376cc0f6,image_0007.jpg,7,0.0045,0,scored,0.758,0.78,
outlet_376cc0f6,image_0008.jpg,8,0.0041,0,scored,0.764,0.83,
outlet_376cc0f6,image_0002.jpg,9,0.0000,0,scored,0.264,-3.59,
outlet_376cc0f6,image_0003.jpg,10,0.0000,0,scored,0.286,-3.40,
outlet_3bb172c5,image_0011.jpg,1,0.3000,1,duplicate,nan,nan,Identical copy of image_0010.jpg (content hash match); duplicate submission adds no new evidence of a visit.
outlet_3bb172c5,image_0014.jpg,2,0.0025,0,scored,0.795,-1.55,
outlet_3bb172c5,image_0001.jpg,3,0.0019,0,scored,0.810,-1.10,
outlet_3bb172c5,image_0010.jpg,4,0.0017,0,scored,0.814,-0.99,
outlet_3bb172c5,image_0013.jpg,5,0.0015,0,scored,0.820,-0.80,
outlet_3bb172c5,image_0015.jpg,6,0.0012,0,scored,0.831,-0.46,
outlet_3bb172c5,image_0007.jpg,7,0.0009,0,scored,0.847,0.00,
outlet_3bb172c5,image_0006.jpg,8,0.0008,0,scored,0.850,0.08,
outlet_3bb172c5,image_0002.jpg,9,0.0008,0,scored,0.853,0.16,
outlet_3bb172c5,image_0003.jpg,10,0.0008,0,scored,0.853,0.17,
outlet_3bb172c5,image_0008.jpg,11,0.0006,0,scored,0.865,0.52,
outlet_3bb172c5,image_0005.jpg,12,0.0006,0,scored,0.866,0.55,
outlet_3bb172c5,image_0012.jpg,13,0.0005,0,scored,0.870,0.67,
outlet_3bb172c5,image_0004.jpg,14,0.0005,0,scored,0.873,0.75,
outlet_3bb172c5,image_0016.jpg,15,0.0000,0,scored,0.719,-3.77,
outlet_3bb172c5,image_0009.jpg,16,0.0000,0,scored,0.749,-2.91,
outlet_3c954cee,image_0006.jpg,1,0.0020,0,scored,0.806,-0.74,
outlet_3c954cee,image_0001.jpg,2,0.0019,0,scored,0.808,-0.61,
outlet_3c954cee,image_0004.jpg,3,0.0016,0,scored,0.818,0.00,
outlet_3c954cee,image_0005.jpg,4,0.0016,0,scored,0.818,0.00,
outlet_3c954cee,image_0002.jpg,5,0.0012,0,scored,0.831,0.83,
outlet_3c954cee,image_0003.jpg,6,0.0009,0,scored,0.848,1.90,
outlet_3cf44c1c,image_0002.jpg,1,0.0049,0,scored,0.753,-1.56,
outlet_3cf44c1c,image_0001.jpg,2,0.0027,0,scored,0.790,-0.67,
outlet_3cf44c1c,image_0005.jpg,3,0.0016,0,scored,0.818,0.00,
outlet_3cf44c1c,image_0003.jpg,4,0.0016,0,scored,0.819,0.02,
outlet_3cf44c1c,image_0004.jpg,5,0.0008,0,scored,0.854,0.85,
outlet_3d493e9d,image_0001.jpg,1,0.0104,0,scored,0.702,-0.68,
outlet_3d493e9d,image_0008.jpg,2,0.0088,0,scored,0.713,-0.39,
outlet_3d493e9d,image_0002.jpg,3,0.0073,0,scored,0.726,-0.04,
outlet_3d493e9d,image_0007.jpg,4,0.0070,0,scored,0.729,0.04,
outlet_3d493e9d,image_0010.jpg,5,0.0051,0,scored,0.750,0.61,
outlet_3d493e9d,image_0004.jpg,6,0.0049,0,scored,0.753,0.67,
outlet_3d493e9d,image_0005.jpg,7,0.0049,0,scored,0.753,0.67,
outlet_3d493e9d,image_0009.jpg,8,0.0029,0,scored,0.784,1.51,
outlet_3d493e9d,image_0003.jpg,9,0.0000,0,scored,0.449,-7.39,
outlet_3d493e9d,image_0006.jpg,10,0.0000,0,scored,0.588,-3.69,
outlet_3f09815b,image_0006.jpg,1,0.0058,0,scored,0.742,-1.82,
outlet_3f09815b,image_0005.jpg,2,0.0038,0,scored,0.769,-1.06,
outlet_3f09815b,image_0004.jpg,3,0.0024,0,scored,0.797,-0.29,
outlet_3f09815b,image_0001.jpg,4,0.0016,0,scored,0.818,0.29,
outlet_3f09815b,image_0003.jpg,5,0.0016,0,scored,0.818,0.29,
outlet_3f09815b,image_0002.jpg,6,0.0009,0,scored,0.848,1.11,
outlet_4057fa9f,image_0005.jpg,1,0.0025,0,scored,0.793,-2.21,
outlet_4057fa9f,image_0003.jpg,2,0.0014,0,scored,0.825,0.00,
outlet_4057fa9f,image_0001.jpg,3,0.0013,0,scored,0.827,0.13,
outlet_4057fa9f,image_0002.jpg,4,0.0012,0,scored,0.833,0.52,
outlet_4057fa9f,image_0004.jpg,5,0.0000,0,scored,0.761,-4.33,
