outlet_id,total_images,n_flagged,flagged_images,ranking,folder_median_consensus,review_folder
outlet_349bc0a8,19,4,"[{""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.8133, ""reason"": ""Median similarity to peers 0.18 vs folder median 0.76 (modified z = -5.1; absolute floor 0.27). Scene reads as 'closed shutter' while 15/17 peers read as 'storefront'. Signage text 'দোকান | নং-১; | বাদব;' shares 0/5 tokens with outlet signage ('কন | [১৪৯০ | ^'). No geometric match to nearest peers (max 9 SIFT inliers).""}, {""file_name"": ""image_0007.jpg"", ""suspicion_score"": 0.7783, ""reason"": ""Median similarity to peers 0.18 vs folder median 0.76 (modified z = -5.1; absolute floor 0.27). Scene reads as 'closed shutter' while 15/17 peers read as 'storefront'. Signage text 'ঘটার' shares 0/1 tokens with outlet signage ('কন | [১৪৯০ | ^'). No geometric match to nearest peers (max 10 SIFT inliers).""}, {""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.6588, ""reason"": ""Median similarity to peers 0.35 vs folder median 0.76 (modified z = -3.6; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. Signage text 'রোগীদের | জন্য | গরীব' shares 0/37 tokens with outlet signage ('কন | [১৪৯০ | ^'). No geometric match to nearest peers (max 9 SIFT inliers).""}, {""file_name"": ""image_0010.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0009.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0001_1.jpg"", ""image_0007.jpg"", ""image_0002_1.jpg"", ""image_0010.jpg"", ""image_0003_1.jpg"", ""image_0006.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0016.jpg"", ""image_0001.jpg"", ""image_0014.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0011.jpg"", ""image_0013.jpg"", ""image_0015.jpg"", ""image_0012.jpg"", ""image_0008.jpg"", ""image_0009.jpg""]",0.765,0
outlet_36017925,11,0,[],"[""image_0010.jpg"", ""image_0011.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0007.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0008.jpg"", ""image_0009.jpg"", ""image_0006.jpg""]",0.791,0
outlet_36bfbfba,8,0,[],"[""image_0001.jpg"", ""image_0005.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0008.jpg""]",0.614,0
outlet_376cc0f6,10,0,[],"[""image_0004.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0006.jpg"", ""image_0009.jpg"", ""image_0010.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0002.jpg""]",0.67,0
outlet_3bb172c5,16,1,"[{""file_name"": ""image_0011.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0010.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0011.jpg"", ""image_0014.jpg"", ""image_0001.jpg"", ""image_0010.jpg"", ""image_0013.jpg"", ""image_0015.jpg"", ""image_0007.jpg"", ""image_0006.jpg"", ""image_0002.jpg"", ""image_0003.jpg"", ""image_0008.jpg"", ""image_0005.jpg"", ""image_0012.jpg"", ""image_0004.jpg"", ""image_0016.jpg"", ""image_0009.jpg""]",0.847,0
outlet_3c954cee,6,0,[],"[""image_0006.jpg"", ""image_0001.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0002.jpg"", ""image_0003.jpg""]",0.818,0
outlet_3cf44c1c,5,0,[],"[""image_0002.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0004.jpg""]",0.818,0
outlet_3d493e9d,10,0,[],"[""image_0001.jpg"", ""image_0008.jpg"", ""image_0002.jpg"", ""image_0007.jpg"", ""image_0010.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0009.jpg"", ""image_0003.jpg"", ""image_0006.jpg""]",0.727,0
outlet_3f09815b,6,0,[],"[""image_0006.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0001.jpg"", ""image_0003.jpg"", ""image_0002.jpg""]",0.808,0
outlet_4057fa9f,5,0,[],"[""image_0005.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0002.jpg"", ""image_0004.jpg""]",0.825,0
outlet_4369bd99,10,1,"[{""file_name"": ""image_0006.jpg"", ""suspicion_score"": 0.932, ""reason"": ""Median similarity to peers -0.01 vs folder median 0.52 (modified z = -6.7; absolute floor 0.27). Scene reads as 'poster close-up' while 5/9 peers read as 'storefront'. No readable signage text, while peers show 'ARAFAT | পযন্ত | খুলুন'. No geometric match to nearest peers (max 0 SIFT inliers).""}]","[""image_0006.jpg"", ""image_0001.jpg"", ""image_0010.jpg"", ""image_0003.jpg"", ""image_0008.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0009.jpg"", ""image_0005.jpg"", ""image_0007.jpg""]",0.518,0
outlet_459bb23b,8,0,[],"[""image_0005.jpg"", ""image_0002.jpg"", ""image_0008.jpg"", ""image_0006.jpg"", ""image_0004.jpg"", ""image_0001.jpg"", ""image_0007.jpg"", ""image_0003.jpg""]",0.711,0
outlet_459c1a69,16,0,[],"[""image_0009.jpg"", ""image_0010.jpg"", ""image_0003.jpg"", ""image_0013.jpg"", ""image_0004.jpg"", ""image_0015.jpg"", ""image_0005.jpg"", ""image_0002.jpg"", ""image_0012.jpg"", ""image_0014.jpg"", ""image_0008.jpg"", ""image_0006.jpg"", ""image_0011.jpg"", ""image_0001.jpg"", ""image_0007.jpg"", ""image_0016.jpg""]",0.739,0
outlet_47cf0cdd,27,0,[],"[""image_0015.jpg"", ""image_0026.jpg"", ""image_0019.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0008.jpg"", ""image_0017.jpg"", ""image_0013.jpg"", ""image_0018.jpg"", ""image_0025.jpg"", ""image_0010.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0027.jpg"", ""image_0023.jpg"", ""image_0024.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0022.jpg"", ""image_0020.jpg"", ""image_0011.jpg"", ""image_0009.jpg"", ""image_0021.jpg"", ""image_0012.jpg"", ""image_0014.jpg"", ""image_0007.jpg"", ""image_0016.jpg""]",0.759,0
outlet_486748c6,5,2,"[{""file_name"": ""image_0002.jpg"", ""suspicion_score"": 0.8722, ""reason"": ""Median similarity to peers 0.05 vs folder median 0.32 (modified z = -9.4; absolute floor 0.27). Scene reads as 'closed shutter' while 3/4 peers read as 'shop interior'. No readable signage text, while peers show 'করা | বিক্রয় | সুলভ :'. No geometric match to nearest peers (max 5 SIFT inliers).""}, {""file_name"": ""image_0003.jpg"", ""suspicion_score"": 0.8004, ""reason"": ""Median similarity to peers 0.07 vs folder median 0.32 (modified z = -9.0; absolute floor 0.27). Scene reads as 'closed shutter' while 3/4 peers read as 'shop interior'. No readable signage text, while peers show 'করা | বিক্রয় | সুলভ :'. No geometric match to nearest peers (max 0 SIFT inliers).""}]","[""image_0002.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0004.jpg""]",0.324,1
outlet_4a66821b,12,0,[],"[""image_0007.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0008.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0006.jpg"", ""image_0011.jpg"", ""image_0002.jpg"", ""image_0010.jpg"", ""image_0009.jpg"", ""image_0012.jpg""]",0.8,0
outlet_4ba8e6fb,14,1,"[{""file_name"": ""image_0007.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0006.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0007.jpg"", ""image_0002.jpg"", ""image_0004_1.jpg"", ""image_0001.jpg"", ""image_0001_1.jpg"", ""image_0002_1.jpg"", ""image_0003_1.jpg"", ""image_0010.jpg"", ""image_0003.jpg"", ""image_0004.jpg"", ""image_0009.jpg"", ""image_0008.jpg"", ""image_0006.jpg"", ""image_0005.jpg""]",0.627,0
outlet_4bbeb21b,21,2,"[{""file_name"": ""image_0009.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0008.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0014.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0013.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0009.jpg"", ""image_0014.jpg"", ""image_0016.jpg"", ""image_0011.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0015.jpg"", ""image_0013.jpg"", ""image_0001.jpg"", ""image_0019.jpg"", ""image_0007.jpg"", ""image_0017.jpg"", ""image_0010.jpg"", ""image_0008.jpg"", ""image_0012.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0020.jpg"", ""image_0018.jpg"", ""image_0021.jpg""]",0.777,0
outlet_4eaf2e47,9,0,[],"[""image_0006.jpg"", ""image_0001_2.jpg"", ""image_0001_1.jpg"", ""image_0002.jpg"", ""image_0001_1_1.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0004.jpg"", ""image_0001.jpg""]",0.316,1
outlet_5234b92a,22,4,"[{""file_name"": ""image_0004_1.jpg"", ""suspicion_score"": 0.8166, ""reason"": ""Median similarity to peers 0.20 vs folder median 0.77 (modified z = -12.7; absolute floor 0.27). Scene reads as 'shop interior' while 13/21 peers read as 'closed shutter'. Signage text 'মাদবর | মোবাঃ ( | elerinari' shares 0/6 tokens with outlet signage ('হাজার | আউটে | [১৪৯০'). No geometric match to nearest peers (max 6 SIFT inliers). 3 other images in this folder resemble it (median similarity 0.82) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.7921, ""reason"": ""Median similarity to peers 0.26 vs folder median 0.77 (modified z = -11.4; absolute floor 0.27). Scene reads as 'storefront' while 13/21 peers read as 'closed shutter'. No readable signage text, while peers show 'হাজার | আউটে | [১৪৯০'. No geometric match to nearest peers (max 6 SIFT inliers). 3 other images in this folder resemble it (median similarity 0.77) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0003_1.jpg"", ""suspicion_score"": 0.7662, ""reason"": ""Median similarity to peers 0.24 vs folder median 0.77 (modified z = -11.8; absolute floor 0.27). Scene reads as 'shop interior' while 13/21 peers read as 'closed shutter'. Signage text 'মোবাঃ  | Elerinani Ualli | সদব' shares 0/8 tokens with outlet signage ('হাজার | আউটে | [১৪৯০'). No geometric match to nearest peers (max 5 SIFT inliers). 3 other images in this folder resemble it (median similarity 0.83) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.7364, ""reason"": ""Median similarity to peers 0.30 vs folder median 0.77 (modified z = -10.6; absolute floor 0.27). Scene reads as 'shop interior' while 13/21 peers read as 'closed shutter'. Signage text '[৫s' shares 0/1 tokens with outlet signage ('হাজার | আউটে | [১৪৯০'). No geometric match to nearest peers (max 6 SIFT inliers). 3 other images in this folder resemble it (median similarity 0.75) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}]","[""image_0004_1.jpg"", ""image_0001_1.jpg"", ""image_0003_1.jpg"", ""image_0002_1.jpg"", ""image_0009.jpg"", ""image_0005.jpg"", ""image_0002.jpg"", ""image_0011.jpg"", ""image_0016.jpg"", ""image_0010.jpg"", ""image_0006.jpg"", ""image_0003.jpg"", ""image_0012.jpg"", ""image_0014.jpg"", ""image_0004.jpg"", ""image_0018.jpg"", ""image_0013.jpg"", ""image_0015.jpg"", ""image_0017.jpg"", ""image_0007.jpg"", ""image_0001.jpg"", ""image_0008.jpg""]",0.769,0
outlet_539b60a1,12,0,[],"[""image_0004.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0010.jpg"", ""image_0002.jpg"", ""image_0008.jpg"", ""image_0011.jpg"", ""image_0001.jpg"", ""image_0012.jpg"", ""image_0007.jpg"", ""image_0009.jpg""]",0.784,0
outlet_53ea491f,13,0,[],"[""image_0004.jpg"", ""image_0002.jpg"", ""image_0011.jpg"", ""image_0007.jpg"", ""image_0006.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0009.jpg"", ""image_0013.jpg"", ""image_0008.jpg"", ""image_0010.jpg"", ""image_0001.jpg"", ""image_0012.jpg""]",0.633,0
outlet_5be5b163,7,0,[],"[""image_0002.jpg"", ""image_0006.jpg"", ""image_0001.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0007.jpg""]",0.644,0
outlet_5c8120ae,15,1,"[{""file_name"": ""image_0006.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0005.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0006.jpg"", ""image_0007.jpg"", ""image_0014.jpg"", ""image_0013.jpg"", ""image_0010.jpg"", ""image_0012.jpg"", ""image_0003.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0011.jpg"", ""image_0002.jpg"", ""image_0009.jpg"", ""image_0008.jpg"", ""image_0015.jpg"", ""image_0001.jpg""]",0.68,0
outlet_5d690cb1,11,1,"[{""file_name"": ""image_0001.jpg"", ""suspicion_score"": 0.6894, ""reason"": ""Median similarity to peers 0.30 vs folder median 0.47 (modified z = -3.2; absolute floor 0.27). Scene reads as 'storefront' while 7/10 peers read as 'closed shutter'. Signage text 'বিকশ | করন | ডিপিএস' shares 0/16 tokens with outlet signage ('মানি | দেশের | ০১৩২৫-৪৮৩৬১৩'). No geometric match to nearest peers (max 9 SIFT inliers).""}]","[""image_0001.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0006.jpg"", ""image_0008.jpg"", ""image_0011.jpg"", ""image_0009.jpg"", ""image_0010.jpg"", ""image_0002.jpg"", ""image_0007.jpg""]",0.472,0
outlet_5edce88b,10,1,"[{""file_name"": ""image_0009.jpg"", ""suspicion_score"": 0.5329, ""reason"": ""Median similarity to peers 0.25 vs folder median 0.47 (modified z = -4.7; absolute floor 0.27). Same scene type as peers ('restaurant') but not the same place. Signage text 'উঠনি | উঠনি রেস্টুরেন্ট | ৫০৫' shares 1/4 tokens with outlet signage ('নিউ | উঠন রেস্টুরেন্ট | ওয়াচ'). No geometric match to nearest peers (max 24 SIFT inliers).""}]","[""image_0009.jpg"", ""image_0008.jpg"", ""image_0002.jpg"", ""image_0003.jpg"", ""image_0007.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0010.jpg"", ""image_0004.jpg"", ""image_0006.jpg""]",0.473,0
outlet_5fb892d3,5,0,[],"[""image_0004.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0002.jpg"", ""image_0005.jpg""]",0.523,0
outlet_6087824b,15,1,"[{""file_name"": ""image_0015.jpg"", ""suspicion_score"": 0.3602, ""reason"": ""Median similarity to peers 0.48 vs folder median 0.84 (modified z = -11.9; absolute floor 0.27). Scene reads as 'closed shutter' while 10/14 peers read as 'storefront'. Signage text 'Faziul | IIIIIII' shares 0/2 tokens with outlet signage ('আপনজন | আপনজন | আপনজন'). No geometric match to nearest peers (max 4 SIFT inliers).""}]","[""image_0015.jpg"", ""image_0005.jpg"", ""image_0011.jpg"", ""image_0001.jpg"", ""image_0014.jpg"", ""image_0009.jpg"", ""image_0007.jpg"", ""image_0004.jpg"", ""image_0012.jpg"", ""image_0002.jpg"", ""image_0008.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0010.jpg"", ""image_0013.jpg""]",0.842,0
outlet_612f8240,19,1,"[{""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.548, ""reason"": ""Median similarity to peers 0.33 vs folder median 0.80 (modified z = -8.8; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. Signage text 'ওমর | সদর | ফারুক সড়ক' shares 0/14 tokens with outlet signage ('IBNSINA | সেন্টার | IBNSINA'). No geometric match to nearest peers (max 12 SIFT inliers).""}]","[""image_0002_1.jpg"", ""image_0001_1.jpg"", ""image_0013.jpg"", ""image_0005.jpg"", ""image_0014.jpg"", ""image_0004.jpg"", ""image_0010.jpg"", ""image_0001.jpg"", ""image_0007.jpg"", ""image_0017.jpg"", ""image_0016.jpg"", ""image_0011.jpg"", ""image_0012.jpg"", ""image_0006.jpg"", ""image_0008.jpg"", ""image_0015.jpg"", ""image_0003.jpg"", ""image_0002.jpg"", ""image_0009.jpg""]",0.804,0
outlet_63a4bb52,13,1,"[{""file_name"": ""image_0002.jpg"", ""suspicion_score"": 0.5736, ""reason"": ""Median similarity to peers 0.25 vs folder median 0.65 (modified z = -3.9; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. Signage text '৬ | যায় | মুলয' shares 0/7 tokens with outlet signage ('ই | সেলুন | অমনো'). No geometric match to nearest peers (max 21 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.84) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}]","[""image_0002.jpg"", ""image_0006.jpg"", ""image_0004.jpg"", ""image_0009.jpg"", ""image_0013.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0011.jpg"", ""image_0007.jpg"", ""image_0001.jpg"", ""image_0010.jpg"", ""image_0012.jpg"", ""image_0008.jpg""]",0.654,0
outlet_647a174b,9,0,[],"[""image_0005.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0006.jpg"", ""image_0003.jpg"", ""image_0009.jpg"", ""image_0001.jpg""]",0.794,0
outlet_648ccd9a,12,2,"[{""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.8101, ""reason"": ""Median similarity to peers 0.21 vs folder median 0.56 (modified z = -3.3; absolute floor 0.27). Same scene type as peers ('shop interior') but not the same place. Signage text '১৪৯০ | সিম | 00' shares 0/9 tokens with outlet signage ('101011 | 401275 | com'). No geometric match to nearest peers (max 6 SIFT inliers).""}, {""file_name"": ""image_0003_1.jpg"", ""suspicion_score"": 0.7257, ""reason"": ""Median similarity to peers 0.26 vs folder median 0.56 (modified z = -2.9; absolute floor 0.27). Scene reads as 'street scene' while 6/11 peers read as 'shop interior'. Signage text 'ঝগদ | সবিল | ১৪,৯০' shares 0/4 tokens with outlet signage ('101011 | 401275 | com'). No geometric match to nearest peers (max 10 SIFT inliers).""}]","[""image_0002_1.jpg"", ""image_0003_1.jpg"", ""image_0001_1.jpg"", ""image_0008.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0009.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0007.jpg""]",0.559,0
outlet_66dff2a1,18,1,"[{""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.7026, ""reason"": ""Median similarity to peers 0.28 vs folder median 0.70 (modified z = -7.1; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. Signage text 'Spoken English] | 50% | রোড' shares 0/22 tokens with outlet signage ('pepsi | আউট | ডাবল'). No geometric match to nearest peers (max 10 SIFT inliers).""}]","[""image_0001_1.jpg"", ""image_0017.jpg"", ""image_0016.jpg"", ""image_0008.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0014.jpg"", ""image_0003.jpg"", ""image_0011.jpg"", ""image_0009.jpg"", ""image_0012.jpg"", ""image_0010.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0001.jpg"", ""image_0007.jpg"", ""image_0015.jpg"", ""image_0013.jpg""]",0.705,0
outlet_680cfd33,12,1,"[{""file_name"": ""image_0001.jpg"", ""suspicion_score"": 0.932, ""reason"": ""Median similarity to peers -0.01 vs folder median 0.31 (modified z = -4.4; absolute floor 0.27). Scene reads as 'poster close-up' while 7/11 peers read as 'closed shutter'. Signage text 'বিকাশ বা ব্যাংকের অ্যাপ দিয়ে | 2 5 0 | পেমেন্ট করুন' shares 0/10 tokens with outlet signage ('01720832999 | শাঃ আবুল কালাম আজাদ | 62'). No geometric match to nearest peers (max 0 SIFT inliers).""}]","[""image_0001.jpg"", ""image_0001_1.jpg"", ""image_0006.jpg"", ""image_0004_1.jpg"", ""image_0007.jpg"", ""image_0003_1.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0002.jpg"", ""image_0008.jpg"", ""image_0002_1.jpg"", ""image_0005.jpg""]",0.309,1
outlet_68bc17a7,30,1,"[{""file_name"": ""image_0009.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0008.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0009.jpg"", ""image_0021.jpg"", ""image_0029.jpg"", ""image_0001.jpg"", ""image_0016.jpg"", ""image_0026.jpg"", ""image_0014.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0030.jpg"", ""image_0027.jpg"", ""image_0019.jpg"", ""image_0010.jpg"", ""image_0017.jpg"", ""image_0002.jpg"", ""image_0028.jpg"", ""image_0012.jpg"", ""image_0006.jpg"", ""image_0008.jpg"", ""image_0015.jpg"", ""image_0023.jpg"", ""image_0013.jpg"", ""image_0011.jpg"", ""image_0003.jpg"", ""image_0020.jpg"", ""image_0022.jpg"", ""image_0025.jpg"", ""image_0007.jpg"", ""image_0024.jpg"", ""image_0018.jpg""]",0.79,0
outlet_6aa59f2b,40,3,"[{""file_name"": ""image_0028.jpg"", ""suspicion_score"": 0.3218, ""reason"": ""Identical copy of image_0027.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0013.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0012.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0021.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0020.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0009.jpg"", ""image_0003_1.jpg"", ""image_0027.jpg"", ""image_0028.jpg"", ""image_0036.jpg"", ""image_0007.jpg"", ""image_0013.jpg"", ""image_0021.jpg"", ""image_0020.jpg"", ""image_0025.jpg"", ""image_0023.jpg"", ""image_0032.jpg"", ""image_0034.jpg"", ""image_0035.jpg"", ""image_0016.jpg"", ""image_0029.jpg"", ""image_0002_1.jpg"", ""image_0015.jpg"", ""image_0001_1.jpg"", ""image_0003.jpg"", ""image_0002.jpg"", ""image_0004_1.jpg"", ""image_0024.jpg"", ""image_0001.jpg"", ""image_0014.jpg"", ""image_0031.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0012.jpg"", ""image_0026.jpg"", ""image_0033.jpg"", ""image_0010.jpg"", ""image_0011.jpg"", ""image_0017.jpg"", ""image_0019.jpg"", ""image_0008.jpg"", ""image_0018.jpg"", ""image_0030.jpg"", ""image_0004.jpg"", ""image_0022.jpg""]",0.426,1
outlet_6b2080bc,6,1,"[{""file_name"": ""image_0003.jpg"", ""suspicion_score"": 0.8165, ""reason"": ""Median similarity to peers 0.10 vs folder median 0.49 (modified z = -7.6; absolute floor 0.27). Scene reads as 'shop interior' while 2/5 peers read as 'closed shutter'. No readable signage text, while peers show 'হেড | হেড | CHINESE'. No geometric match to nearest peers (max 4 SIFT inliers).""}]","[""image_0003.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0001.jpg""]",0.488,0
outlet_6cd2f45a,6,1,"[{""file_name"": ""image_0002.jpg"", ""suspicion_score"": 0.8889, ""reason"": ""Median similarity to peers 0.12 vs folder median 0.88 (modified z = -16.6; absolute floor 0.27). Scene reads as 'shop interior' while 5/5 peers read as 'closed shutter'. No readable signage text, while peers show '01911-543095 | মোবাইল: 01605-034206) | দোয়'. No geometric match to nearest peers (max 5 SIFT inliers).""}]","[""image_0002.jpg"", ""image_0003.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0001.jpg""]",0.876,0
outlet_6df6bcc9,5,0,[],"[""image_0004.jpg"", ""image_0001.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0002.jpg""]",0.597,0
outlet_70f9bde3,8,1,"[{""file_name"": ""image_0007.jpg"", ""suspicion_score"": 0.5559, ""reason"": ""Median similarity to peers 0.26 vs folder median 0.73 (modified z = -6.6; absolute floor 0.27). Scene reads as 'closed shutter' while 2/7 peers read as 'storefront'. Signage text '0১৭১০ ২০৯৯৯৫ | প্রোঃতজয় লল | ফামেছ/' shares 2/5 tokens with outlet signage ('এসএমসি | লাল আচার্য্য | অজয়'). No geometric match to nearest peers (max 21 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.81) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}]","[""image_0007.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0008.jpg""]",0.725,0
outlet_7109ee18,18,0,[],"[""image_0006.jpg"", ""image_0010.jpg"", ""image_0015.jpg"", ""image_0014.jpg"", ""image_0009.jpg"", ""image_0016.jpg"", ""image_0002.jpg"", ""image_0017.jpg"", ""image_0012.jpg"", ""image_0013.jpg"", ""image_0011.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0008.jpg"", ""image_0018.jpg"", ""image_0007.jpg""]",0.802,0
outlet_731b30e0,6,0,[],"[""image_0003.jpg"", ""image_0006.jpg"", ""image_0004.jpg"", ""image_0001.jpg"", ""image_0002.jpg"", ""image_0005.jpg""]",0.488,0
outlet_74d4383f,7,0,[],"[""image_0004.jpg"", ""image_0001.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0003.jpg"", ""image_0007.jpg""]",0.577,0
outlet_76e418b9,14,1,"[{""file_name"": ""image_0002.jpg"", ""suspicion_score"": 0.6823, ""reason"": ""Median similarity to peers 0.16 vs folder median 0.50 (modified z = -3.2; absolute floor 0.27). Scene reads as 'closed shutter' while 7/13 peers read as 'storefront'. Signage text 'ক্যাশ | ১০৯৫ | বিকাশ' shares 6/15 tokens with outlet signage ('বিকাশ | হাজার | হাজাবে'). No geometric match to nearest peers (max 21 SIFT inliers).""}]","[""image_0002.jpg"", ""image_0001_1.jpg"", ""image_0002_1.jpg"", ""image_0012.jpg"", ""image_0011.jpg"", ""image_0003.jpg"", ""image_0007.jpg"", ""image_0009.jpg"", ""image_0006.jpg"", ""image_0010.jpg"", ""image_0008.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0004.jpg""]",0.501,0
outlet_777f9297,13,1,"[{""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.6489, ""reason"": ""Median similarity to peers 0.35 vs folder median 0.86 (modified z = -34.9; absolute floor 0.27). Scene reads as 'closed shutter' while 12/12 peers read as 'storefront'. No readable signage text, while peers show 'টেলিকম | আর | টেলিকম'. No geometric match to nearest peers (max 5 SIFT inliers).""}]","[""image_0001_1.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0009.jpg"", ""image_0012.jpg"", ""image_0010.jpg"", ""image_0005.jpg"", ""image_0011.jpg"", ""image_0008.jpg"", ""image_0002.jpg"", ""image_0001.jpg"", ""image_0007.jpg""]",0.862,0
outlet_782744b7,7,0,[],"[""image_0003.jpg"", ""image_0006.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0004.jpg"", ""image_0007.jpg""]",0.625,0
